id,workspace_id,user_id,twitter_id,text,source,retweet,geo,longitude,latitude,place_type,place_name,place_country_code,place_country,favorite_count,retweet_count,sentiment,possibly_sensitive,lang,posted_at,updated_at,created_at
11107,4,13,833762416966107136,7 lugares para pasar unas vacaciones de lujo en Méxicohttps://t.co/mUBt9n2BzS https://t.co/LQnGizqXt8,TweetDeck,false,false,,,,,,,152,120,,false,es,2017-02-20 19:37:05 +0000,2017-02-22 05:07:52 +0000,2017-02-22 05:07:52 +0000
13951,4,13,840532507330265088,Conoce la división supersecreta que se encarga de la investigación sobre #Rusia https://t.co/Ja8NqItHcu,TweetDeck,false,false,,,,,,,21,19,,false,es,2017-03-11 11:59:00 +0000,2017-03-11 13:43:20 +0000,2017-03-11 13:43:20 +0000
13956,4,13,840524960988782594,El aviso de privacidad en tu perfil de Facebook y otras historias falsas que se niegan a desaparecer… https://t.co/NmVfzmaShD,TweetDeck,false,false,,,,,,,34,46,,false,es,2017-03-11 11:29:01 +0000,2017-03-11 13:43:20 +0000,2017-03-11 13:43:20 +0000
10960,4,13,834248567896289281,El objetivo de la visita de Macri en España: recuperar las inversiones españolas https://t.co/U6kxyhvdVa,TweetDeck,false,false,,,,,,,53,31,,false,es,2017-02-22 03:48:52 +0000,2017-02-22 05:07:50 +0000,2017-02-22 05:07:50 +0000
10961,4,13,834242041899057153,📺  @Edu_Bonilla: Es primera vez que este gobierno enfrenta a un candidato que lo obliga a ir a segunda vuelta | @soyfdelrincon #concluVOTOEC,TweetDeck,false,false,,,,,,,167,203,,false,es,2017-02-22 03:22:56 +0000,2017-02-22 05:07:50 +0000,2017-02-22 05:07:50 +0000
10958,4,13,834256949466296320,Brillo y baile en el segundo día del Festival de Viña del Marhttps://t.co/pnhZR2hK2H @MarielaCNN,TweetDeck,false,false,,,,,,,68,27,,false,es,2017-02-22 04:22:11 +0000,2017-02-22 05:07:50 +0000,2017-02-22 05:07:50 +0000
14420,4,13,838968965938425856,Adele confirmó que está casadahttps://t.co/35sRsipA7P,TweetDeck,false,false,,,,,,,124,42,,false,es,2017-03-07 04:26:03 +0000,2017-03-11 13:43:26 +0000,2017-03-11 13:43:26 +0000
13957,4,13,840487212248530944,"¿Quiénes tienen más orgasmos, quiénes menos y por qué? https://t.co/BwX4wqyyum https://t.co/NE5vCbP2Qm",TweetDeck,false,false,,,,,,,54,21,,false,es,2017-03-11 08:59:01 +0000,2017-03-11 13:43:20 +0000,2017-03-11 13:43:20 +0000
11307,4,13,833033345411878913,Un muerto y 19 heridos por accidente de tren en Bélgica https://t.co/7dOSgJBHen https://t.co/kMVUR8WiDk,TweetDeck,false,false,,,,,,,43,24,,false,es,2017-02-18 19:20:01 +0000,2017-02-22 05:07:53 +0000,2017-02-22 05:07:53 +0000
10959,4,13,834248552494747648,RT @aristeguicnn: Jacinta Francisco y Mario Patrón hablan sobre las disculpas de la PGR con las indígenas encarceladas injustamente | @CNNE…,TweetDeck,true,false,,,,,,,0,95,,false,es,2017-02-22 03:48:49 +0000,2017-02-22 05:07:50 +0000,2017-02-22 05:07:50 +0000
14074,4,13,840085813467713536,El estreno de la temporada 7 de 'Game of Thrones' ya tiene fecha https://t.co/n0ygxUJnVN,TweetDeck,false,false,,,,,,,91,62,,false,es,2017-03-10 06:24:00 +0000,2017-03-11 13:43:22 +0000,2017-03-11 13:43:22 +0000
13958,4,13,840509858810089475,Un pasajero causó el desvío de un avión... luego de que le cobraran 12 dólares por una cobija https://t.co/gJSPhg6jnl,TweetDeck,false,false,,,,,,,49,38,,false,es,2017-03-11 10:29:00 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:20 +0000
10963,4,13,834240281641902080,"#EcuadorVoto2017 Escrutado: 97,3% Lenín Moreno: 39,32% Guillermo Lasso 28,23% https://t.co/Ef4PG4zy8X",TweetDeck,false,false,,,,,,,150,247,,false,es,2017-02-22 03:15:57 +0000,2017-02-22 05:07:50 +0000,2017-02-22 05:07:50 +0000
10964,4,13,834241534824501248,Los Cuates de Sinaloa relatan cómo es tocar en fiestas de narcoshttps://t.co/PXTuMxxwUi @camilocnn,TweetDeck,false,false,,,,,,,93,56,,false,es,2017-02-22 03:20:56 +0000,2017-02-22 05:07:50 +0000,2017-02-22 05:07:50 +0000
10962,4,13,834241362505641985,RT @CNNVenezuela: Así aumentó la desnutrición en #Venezuela con la escasez de alimentos. Informe de @osmarycnn  https://t.co/lCMVR5SQw9,TweetDeck,true,false,,,,,,,0,275,,false,es,2017-02-22 03:20:14 +0000,2017-02-22 05:07:50 +0000,2017-02-22 05:07:50 +0000
13954,4,13,840494254615076864,¿Le queda algún amigo al solitario Corea del Norte? https://t.co/SvE30MFeqL https://t.co/4ey2T1xLqm,TweetDeck,false,false,,,,,,,25,13,,false,es,2017-03-11 09:27:00 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:20 +0000
10965,4,13,834239480664096768,📺  @edu_bonilla: No hay ninguna confusión: hay segunda vuelta | @soyfdelrincon #concluVOTOEC,TweetDeck,false,false,,,,,,,190,266,,false,es,2017-02-22 03:12:46 +0000,2017-02-22 05:07:50 +0000,2017-02-22 05:07:50 +0000
10967,4,13,834238828550451200,RT @cnneeradio: Ronda Deportiva: el Atlético de Madrid da un paso fundamental y más de la Liga de Campeones https://t.co/YPaa1nHIlr Vía @lg…,TweetDeck,true,false,,,,,,,0,9,,false,es,2017-02-22 03:10:10 +0000,2017-02-22 05:07:50 +0000,2017-02-22 05:07:50 +0000
13960,4,13,840482207173115904,A 13 años del 11-M: España recuerda los peores atentados de su historia https://t.co/6Yt33Zv98e https://t.co/dArEUdOWfR,TweetDeck,false,false,,,,,,,32,54,,false,es,2017-03-11 08:39:08 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:21 +0000
10968,4,13,834237642338336768,"RT @CNNVenezuela: Si estás en Venezuela, mira #ConclusionesCNN con @soyfdelrincon en vivo aquí: https://t.co/xwbwWVvOWg https://t.co/JzBrQF…",TweetDeck,true,false,,,,,,,0,225,,false,es,2017-02-22 03:05:27 +0000,2017-02-22 05:07:50 +0000,2017-02-22 05:07:50 +0000
13959,4,13,840479658093211650,#PorSiNoLoViste La historia detrás de la entrevista viral más graciosa del año https://t.co/LID6wunjJH https://t.co/vhrv1diTKU,TweetDeck,false,false,,,,,,,60,33,,false,es,2017-03-11 08:29:00 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:21 +0000
10969,4,13,834234808184225792,Los mejores cruceros para el 2017 https://t.co/372WVNbp3C https://t.co/rtzhm4UEvm,TweetDeck,false,false,,,,,,,114,65,,false,es,2017-02-22 02:54:12 +0000,2017-02-22 05:07:50 +0000,2017-02-22 05:07:50 +0000
10966,4,13,834240006977945600,📺  @Edu_Bonilla: Dos de cada tres ecuatorianos votó en contra del continuismo | @soyfdelrincon #concluVOTOEC,TweetDeck,false,false,,,,,,,164,206,,false,es,2017-02-22 03:14:51 +0000,2017-02-22 05:07:50 +0000,2017-02-22 05:07:50 +0000
10970,4,13,834229374371110912,"#EcuadorVoto2017 Escrutado: 97,2% Lenín Moreno: 39,31% Guillermo Lasso 28,24% https://t.co/Ef4PG4zy8X",TweetDeck,false,false,,,,,,,182,372,,false,es,2017-02-22 02:32:36 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:50 +0000
13961,4,13,840472109965008896,Madres de víctimas: ¿por qué nadie abrió el módulo incendiado?https://t.co/Gv9z6535Ll,TweetDeck,false,false,,,,,,,22,23,,false,es,2017-03-11 07:59:00 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:21 +0000
10971,4,13,834227429577224192,¿Tienen algo que ver los disturbios en Suecia con las declaraciones de Trump? https://t.co/NnxG4wQCxt,TweetDeck,false,false,,,,,,,48,31,,false,es,2017-02-22 02:24:53 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
10972,4,13,834225389358764033,Ecuatorianos impacientes exigen al CNE los resultados de la elecciónhttps://t.co/7qZgyrScEz,TweetDeck,false,false,,,,,,,205,327,,false,es,2017-02-22 02:16:46 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
13962,4,13,840470602792108033,La NASA logró localizar la desaparecida sonda lunar Chandrayaan-1 https://t.co/aazgMaA4vT,TweetDeck,false,false,,,,,,,53,27,,false,es,2017-03-11 07:53:01 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:21 +0000
10974,4,13,834213390444806144,".@JuanPabloPozoB: ""Tendencias se mantienen, resultados siguen teniendo la misma lógica"" |Entrevista https://t.co/Ef4PG4zy8X @patriciajaniot",TweetDeck,false,false,,,,,,,80,114,,false,es,2017-02-22 01:29:05 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
10975,4,13,834208084411154433,"#EcuadorVoto2017 Escrutado: 96,9% Lenín Moreno: 39,29% Guillermo Lasso 28,26% https://t.co/Ef4PG4zy8X",TweetDeck,false,false,,,,,,,136,272,,false,es,2017-02-22 01:08:00 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
13963,4,13,840426811926310912,#Video Así fue como un fuerte viento casi se lleva a una niña https://t.co/8Bk8225nqI,TweetDeck,false,false,,,,,,,72,42,,false,es,2017-03-11 04:59:00 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:21 +0000
13964,4,13,840438137729953792,"Deponen a la presidenta de Corea del Sur, ¿ahora qué pasará? https://t.co/bpWOyraEO6",TweetDeck,false,false,,,,,,,50,53,,false,es,2017-03-11 05:44:01 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:21 +0000
10976,4,13,834202449095311364,RT @CNNVenezuela: La Asamblea Nacional de Venezuela aprobó un acuerdo en rechazo a censura a los medios de comunicación https://t.co/vsocTH…,TweetDeck,true,false,,,,,,,0,349,,false,es,2017-02-22 00:45:37 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
14081,4,13,840066942987718656,¡Fiesta en la bolsa de valores!: ocho años de mercado alcista https://t.co/YMam2Q5HIa,TweetDeck,false,false,,,,,,,34,32,,false,es,2017-03-10 05:09:01 +0000,2017-03-11 13:43:22 +0000,2017-03-11 13:43:22 +0000
13965,4,13,840423983262683136,.@jimmymoralesgt: El sistema de protección a la niñez debe enfrentar una reforma importantehttps://t.co/ghXk2jbWQe @soyfdelrincon,TweetDeck,false,false,,,,,,,46,28,,false,es,2017-03-11 04:47:46 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:21 +0000
10980,4,13,834217279449624576,12 órdenes ejecutivas ha firmado Donald Trump desde que tomó juramentohttps://t.co/8T4rCy6Jp0 @CNNDUSA,TweetDeck,false,false,,,,,,,31,28,,false,es,2017-02-22 01:44:33 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
10978,4,13,834199954201657344,Asamblea Nacional de Venezuela aprueba acuerdo en rechazo a censura a medios https://t.co/wyB4j5tteq,TweetDeck,false,false,,,,,,,102,96,,false,es,2017-02-22 00:35:42 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
10977,4,13,834212332834324481,"CNE de Ecuador: ""No es posible un cambio de tendencia"" https://t.co/Ef4PG4zy8X",TweetDeck,false,false,,,,,,,140,212,,false,es,2017-02-22 01:24:53 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
10973,4,13,834217489466810369,Inmigración: de la idea a la acciónhttps://t.co/eDBT3Eq7Og @CNNDUSA,TweetDeck,false,false,,,,,,,24,27,,false,es,2017-02-22 01:45:23 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
11377,4,13,832706412073590784,Aprende a proteger tu celular de agentes de inmigración si viajas a Estados Unidos https://t.co/648yQJxxbd,TweetDeck,false,false,,,,,,,152,156,,false,es,2017-02-17 21:40:54 +0000,2017-02-22 05:07:54 +0000,2017-02-22 05:07:54 +0000
11094,4,13,833830258201735168,"Si estás en Venezuela, mira #PanoramaMundial con @patriciajaniot en vivo aquí: https://t.co/BRvNAcx3aB https://t.co/MKYjW8OONe",TweetDeck,false,false,,,,,,,155,167,,false,es,2017-02-21 00:06:40 +0000,2017-02-22 05:07:52 +0000,2017-02-22 05:07:52 +0000
10981,4,13,834198006618550273,📺 @JuanPabloPozoB: No es un proceso nuevo; en la parte final se hace más lento. No es mala organización | @patriciajaniot #JaniotPregunta,TweetDeck,false,false,,,,,,,28,33,,false,es,2017-02-22 00:27:58 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
10979,4,13,834201872894480389,Colombia: asesinato de líderes sociales aumentó 27% en el 2016 https://t.co/OgaNs0Nzvq,TweetDeck,false,false,,,,,,,35,67,,false,es,2017-02-22 00:43:19 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
10983,4,13,834196195060887552,📺 @JuanPabloPozoB: Falta un pequeño porcentaje de escrutinio; lo daremos con responsabilidad | @patriciajaniot #JaniotPregunta,TweetDeck,false,false,,,,,,,28,36,,false,es,2017-02-22 00:20:46 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
10982,4,13,834196746230173696,📺 @JuanPabloPozoB: No podemos dar resultados en base a presiones | @patriciajaniot #JaniotPregunta,TweetDeck,false,false,,,,,,,25,39,,false,es,2017-02-22 00:22:57 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
11420,4,13,832567783183495168,La polémica entre la venta de armas y la salud mental en EE.UU.https://t.co/8tsVlwIMDI @gustavocnn,TweetDeck,false,false,,,,,,,43,62,,false,es,2017-02-17 12:30:02 +0000,2017-02-22 05:07:54 +0000,2017-02-22 05:07:54 +0000
13967,4,13,840434359932989440,Presentan proyecto para que 'call centers' tercerizados en otros países vuelvan a EE.UU. https://t.co/wd1TeCiauG,TweetDeck,false,false,,,,,,,43,52,,false,es,2017-03-11 05:29:00 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:21 +0000
10986,4,13,834196262224293888,📺 @JuanPabloPozoB: Entre hoy y mañana se conocerán los resultados finales | @patriciajaniot #JaniotPregunta,TweetDeck,false,false,,,,,,,37,61,,false,es,2017-02-22 00:21:02 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
10984,4,13,834195591248826368,📺  @JuanPabloPozoB: Nuevo sistema de escrutinio ha sido un éxito | @patriciajaniot #JaniotPregunta,TweetDeck,false,false,,,,,,,19,32,,false,es,2017-02-22 00:18:22 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
13966,4,13,840430588515430400,¿@Ibra_official a la MLS? https://t.co/BRYSxvJoX8 https://t.co/FSgRQgZ83S,TweetDeck,false,false,,,,,,,39,19,,false,en,2017-03-11 05:14:01 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:21 +0000
10985,4,13,834195887404482560,📺 @JuanPabloPozoB: En Ecuador no había ese tipo de respuesta en escrutinio; ahora estamos en segunda fase | @patriciajaniot #JaniotPregunta,TweetDeck,false,false,,,,,,,29,35,,false,es,2017-02-22 00:19:32 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
13969,4,13,840419086471438336,La imagen del día: una cascada congelada de 30 metros de altura en Chinahttps://t.co/iRD1m0lScn,TweetDeck,false,false,,,,,,,140,73,,false,es,2017-03-11 04:28:19 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:21 +0000
10988,4,13,834184945371320320,El presidente de este país prohibiría la pizza hawaiana https://t.co/2lvssAMiLX https://t.co/3dyuWIc9es,TweetDeck,false,false,,,,,,,126,96,,false,es,2017-02-21 23:36:04 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
10987,4,13,834186235992223744,"Para ti, la pizza hawaiana es ___________ https://t.co/2lvssAMiLX",TweetDeck,false,false,,,,,,,75,42,,false,es,2017-02-21 23:41:11 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
13970,4,13,840419261017444352,¿Sabes cuál es el truco para acordarse de todo? https://t.co/ANgCDG3uiv,TweetDeck,false,false,,,,,,,275,157,,false,es,2017-03-11 04:29:00 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:21 +0000
10990,4,13,834163758742327296,.@DHSgov emitió nuevas directrices sobre #inmigración ¿Cuáles son los cambios? Lo explicamos en @CNNDUSA 6pmET https://t.co/DJ102d79je,TweetDeck,false,false,,,,,,,24,23,,false,es,2017-02-21 22:11:52 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
10989,4,13,834173695820234752,¿Conspiró Neymar con el Barça?https://t.co/ns69zAx9XT @lgbucciCNN,TweetDeck,false,false,,,,,,,49,30,,false,es,2017-02-21 22:51:21 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
10992,4,13,834160779880456192,"Beckenbauer, investigado por pagos dudososhttps://t.co/GzyYiJ6IKD",TweetDeck,false,false,,,,,,,49,40,,false,es,2017-02-21 22:00:02 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
10991,4,13,834167116278407168,Más de 70 cadáveres de inmigrantes llegan a la costa de Libia https://t.co/qQQWT0ijLp https://t.co/GEA0PDfqu7,TweetDeck,false,false,,,,,,,84,181,,false,es,2017-02-21 22:25:13 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
10993,4,13,834144370790133761,Marchas a favor de la reelección de Evo Moraleshttps://t.co/lhvtg4GonW,TweetDeck,false,false,,,,,,,35,29,,false,es,2017-02-21 20:54:50 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
13972,4,13,840415727651819520,El Vaticano hará una donación de 100.000 euros para los pobres de Aleppo https://t.co/PkoqFoQ3Wd,TweetDeck,false,false,,,,,,,228,103,,false,es,2017-03-11 04:14:58 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:21 +0000
10994,4,13,834155681800417280,República Dominicana recibiría antes de Brasil información sobre Odebrecht https://t.co/v6USgpvAni,TweetDeck,false,false,,,,,,,62,95,,false,es,2017-02-21 21:39:47 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
13968,4,13,840420318833434624,RT @cnnenmarcha: La fiesta mexicana en el festival SXSWhttps://t.co/XXmrEst3gT,TweetDeck,true,false,,,,,,,0,3,,false,es,2017-03-11 04:33:12 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:21 +0000
10995,4,13,834143470361120768,ÚLTIMA HORA Policía de Houston dice que por el momento no hay heridos en el tiroteo del hospital Ben Taub https://t.co/GOVOoA0AfE,TweetDeck,false,false,,,,,,,80,153,,false,es,2017-02-21 20:51:15 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
10997,4,13,834135091328774144,Una niña de 11 años habría sido violada por un menor de 12 años en Colombiahttps://t.co/OuC7hYv5YQ https://t.co/xI6n5XH9Oe,TweetDeck,false,false,,,,,,,47,30,,false,es,2017-02-21 20:17:57 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
10996,4,13,834136600909058052,ÚLTIMA HORA Policía de Houston responde a reportes de disparos en hospitalhttps://t.co/GOVOoA0AfE https://t.co/hxc1x6XwmN,TweetDeck,false,false,,,,,,,73,155,,false,es,2017-02-21 20:23:57 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
13975,4,13,840413747915182080,La división supersecreta que se encarga de la investigación sobre Rusia https://t.co/Ja8NqItHcu https://t.co/4OR8xEkiFN,TweetDeck,false,false,,,,,,,40,17,,false,es,2017-03-11 04:07:06 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:21 +0000
13976,4,13,840411192829067267,[Entrevista] @jimmymoralesgt: Podemos decir que el Estado es responsable de la tragediahttps://t.co/Kr3VN35Zwm @soyfdelrincon,TweetDeck,false,false,,,,,,,60,44,,false,es,2017-03-11 03:56:57 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:21 +0000
11000,4,13,834128315044737024,ADVERTENCIA: IMÁGENES FUERTES El dramático rescate de una niña siria bajo escombros: https://t.co/7lFmVSw7nR https://t.co/qC0ZnUvB6o,Twitter Web Client,false,false,,,,,,,87,99,,false,es,2017-02-21 19:51:02 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
13973,4,13,840414441904713732,"Braulio le canta al amor homosexual en ""Siete décadas""https://t.co/PWNlGyasnd @camilocnn",TweetDeck,false,false,,,,,,,28,13,,false,es,2017-03-11 04:09:51 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:21 +0000
13977,4,13,840412117304037376,#concluHOGARGUATE también es TT a nivel mundial. Sigue participando  | @soyfdelrincon https://t.co/Kr3VN35Zwm https://t.co/2gnqBF9YiH,TweetDeck,false,false,,,,,,,66,35,,false,es,2017-03-11 04:00:37 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:21 +0000
13974,4,13,840423037216391168,Así va el escándalo por las fotos explícitas de mujeres de las Fuerzas Armadas de EE.UU. https://t.co/O82NYC1u0x,TweetDeck,false,false,,,,,,,60,42,,false,es,2017-03-11 04:44:01 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:21 +0000
11001,4,13,834121283109523456,Este es el país que exporta más armas a nivel mundialhttps://t.co/gspS3m74OY,TweetDeck,false,false,,,,,,,38,60,,false,es,2017-02-21 19:23:05 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
11002,4,13,834113509248086016,"Continúa el misterio de la muerte de Kim Jong-nam, hermano del líder de Corea del Norte Kim Jong-un… https://t.co/7pnu1Ga6BW",Twitter Web Client,false,false,,,,,,,55,42,,false,es,2017-02-21 18:52:12 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
13971,4,13,840417242739331072,[Entrevista] @jimmymoralesgt: El Ministerio Público tiene más de un millón de casos sin resolverhttps://t.co/VR68cqzEG5 @soyfdelrincon,TweetDeck,false,false,,,,,,,43,39,,false,es,2017-03-11 04:20:59 +0000,2017-03-11 13:43:21 +0000,2017-03-11 13:43:21 +0000
11431,4,13,832460823150882816,American Girl lanza su primer muñeco varónhttps://t.co/PrRiYInb3c,TweetDeck,false,false,,,,,,,68,27,,false,es,2017-02-17 05:25:01 +0000,2017-02-22 05:07:55 +0000,2017-02-22 05:07:55 +0000
11003,4,13,834112738880323589,Cuba no autoriza a expresidente mexicano Felipe Calderon entrar al paíshttps://t.co/rQfXJfKfUH https://t.co/5o0RPuQBs7,TweetDeck,false,false,,,,,,,174,216,,false,es,2017-02-21 18:49:08 +0000,2017-02-22 05:07:51 +0000,2017-02-22 05:07:51 +0000
