tweet_id,distribution1,distribution2,predicted
11066,1.0,2.6947967209e-76,n
11070,0.897855571848,0.102144428152,n
11073,0.999940733749,5.92662506235e-05,n
11074,0.999999999935,6.53116337463e-11,n
11078,0.87724164474,0.12275835526,n
11082,0.979493925337,0.0205060746631,n
11085,0.999999999665,3.34657736388e-10,n
11087,0.999999821085,1.78914846482e-07,n
11019,0.199890306892,0.800109693108,y
11021,0.313045415992,0.686954584008,y
11025,0.129999719863,0.870000280137,y
11030,0.996823234768,0.00317676523155,n
11022,0.999999870138,1.29862323574e-07,n
11028,0.10240862027,0.89759137973,y
11033,0.70512207016,0.29487792984,n
11035,0.162223262757,0.837776737243,y
11037,0.999999999815,1.85364398427e-10,n
11040,0.0875992923919,0.912400707608,y
11044,0.0993565678,0.9006434322,y
11045,0.0872507075979,0.912749292402,y
11047,0.995481326332,0.00451867366824,n
11050,0.0820749540067,0.917925045993,y
11058,0.122353273986,0.877646726014,y
11056,0.397856679303,0.602143320697,y
11063,0.699379397033,0.300620602967,n
11065,0.140913600371,0.859086399629,y
11067,1.0,3.3157248005e-72,n
11072,0.995373446964,0.00462655303566,n
11068,0.102662696606,0.897337303394,y
11071,0.999997153172,2.84682838832e-06,n
11077,1.0,7.66375281081e-76,n
11081,1.0,1.97622366792e-131,n
11080,1.0,5.6846523309e-75,n
11086,0.999999995388,4.61247260506e-09,n
11089,1.0,1.00697754698e-78,n
11091,1.0,5.8251514294e-18,n
11093,1.0,1.73753014394e-82,n
11095,1.0,6.9762916962e-75,n
11020,0.12214316814,0.87785683186,y
11023,0.0929562913019,0.907043708698,y
11026,0.154903587809,0.845096412191,y
11027,0.317333333626,0.682666666374,y
11031,0.112530232743,0.887469767257,y
11036,0.080434880458,0.919565119542,y
11038,0.0924400222937,0.907559977706,y
11043,0.112102987247,0.887897012753,y
11048,0.0521978629875,0.947802137013,y
11054,0.106183854949,0.893816145051,y
11052,0.145315324884,0.854684675116,y
11059,0.0737302455764,0.926269754424,y
11060,0.432451126178,0.567548873822,y
11062,0.607807178768,0.392192821232,n
11069,0.995053598699,0.00494640130083,n
11075,0.555466593608,0.444533406392,n
11076,1.0,3.81138240219e-18,n
11079,0.990381960341,0.00961803965909,n
11083,0.808259671339,0.191740328661,n
11084,1.0,6.86457422377e-17,n
11092,1.0,1.04720341576e-78,n
11090,0.999999994412,5.58805281318e-09,n
11088,1.0,8.1868375593e-84,n
11096,0.873616494672,0.126383505328,n
11097,0.917865438668,0.0821345613317,n
11099,0.0874872762513,0.912512723749,y
11098,0.922369485054,0.0776305149465,n
11100,0.811090935316,0.188909064684,n
11101,0.892652530941,0.107347469059,n
11104,1.0,5.06111991558e-122,n
11103,0.103953826609,0.896046173391,y
11434,0.794063043876,0.205936956124,n
13985,0.949057742461,0.0509422575388,n
11106,0.234034539954,0.765965460046,y
11112,0.497113038291,0.502886961709,y
11114,0.998981422445,0.00101857755535,n
11109,0.288030893709,0.711969106291,y
11117,0.196615971702,0.803384028298,y
11118,0.183607296591,0.816392703409,y
11121,1.0,1.0370860167e-75,n
11119,0.195799184835,0.804200815165,y
11128,0.999804043192,0.000195956807931,n
11130,0.999856028654,0.00014397134582,n
11132,0.764678253766,0.235321746234,n
11134,0.99999999484,5.16043577402e-09,n
11136,0.273416010282,0.726583989718,y
11138,0.837858883521,0.162141116479,n
11140,0.360022709129,0.639977290871,y
11145,0.975234393707,0.0247656062926,n
11147,0.115193823832,0.884806176168,y
11149,0.940670298095,0.0593297019049,n
11154,0.99896995279,0.00103004720993,n
11157,0.788766659023,0.211233340977,n
11158,0.081351095653,0.918648904347,y
11160,0.999993011243,6.98875745763e-06,n
11162,0.999999967584,3.24163526685e-08,n
11166,0.999578420234,0.000421579765914,n
11174,0.958651126975,0.0413488730253,n
11176,0.362800304208,0.637199695792,y
11181,0.745075888206,0.254924111794,n
11186,0.838342245391,0.161657754609,n
11184,0.999904293197,9.57068033017e-05,n
11192,0.975778014382,0.0242219856179,n
11193,0.881849188443,0.118150811557,n
11197,0.883614836441,0.116385163559,n
11200,0.682668381717,0.317331618283,n
11438,0.999999999939,6.09502708212e-11,n
11105,0.210094500315,0.789905499685,y
13981,0.973436315834,0.0265636841661,n
11108,0.171903033736,0.828096966264,y
11111,0.99854091949,0.00145908051016,n
11115,0.999999999551,4.48622278903e-10,n
11110,0.238685939421,0.761314060579,y
11116,0.274834022862,0.725165977138,y
11124,0.999999999722,2.77627156989e-10,n
11120,0.741889214191,0.258110785809,n
11127,0.999899584651,0.000100415349233,n
11133,0.997022973337,0.00297702666349,n
11135,0.802188678469,0.197811321531,n
11137,1.0,1.0185617611e-16,n
11142,0.400228055635,0.599771944365,y
11144,0.999511312953,0.000488687046834,n
11148,0.176669777917,0.823330222083,y
11146,1.0,2.58283795748e-15,n
11150,0.225195149574,0.774804850426,y
11153,0.0818787859818,0.918121214018,y
11156,0.526960063618,0.473039936382,n
11159,0.316345132478,0.683654867522,y
11164,1.0,1.43449422117e-80,n
11167,0.999935142904,6.48570959468e-05,n
11171,1.0,4.79163902136e-76,n
11173,0.882628585538,0.117371414462,n
11177,0.282004436536,0.717995563464,y
